Tenant_ID,Score,Date
11895,0.264870297,05/21/2022
11896,0.851247466,05/21/2022
11897,0.59662543,05/21/2022
11898,0.27660321,05/21/2022
11899,0.666069117,05/21/2022
11900,0.04159945,05/21/2022
11901,0.093503727,05/21/2022
11902,0.460579806,05/21/2022
11903,0.037907977,05/21/2022
11904,0.371263798,05/21/2022
11905,0.915615938,05/21/2022
11906,0.517574733,05/21/2022
11907,0.718507169,05/21/2022
11894,0.825049792,05/21/2022
11895,0.32396931,05/21/2022
11896,0.230323242,05/21/2022
11897,0.200453399,05/21/2022
11898,0.98966447,05/21/2022
11899,0.108827543,04/22/2020
11900,0.046268399,05/21/2022
11901,0.56283737,02/27/2020
11902,0.516784126,03/14/2020
11903,0.297443071,05/21/2022
11904,0.021952227,05/21/2022
11905,0.058451777,05/21/2022
11906,0.555200565,05/21/2022
11907,0.731196159,05/21/2022
11894,0.432826899,05/21/2022
11895,0.488861511,05/21/2022
11896,0.285968286,05/21/2022
11897,0.558753455,05/21/2022
11898,0.739351448,05/21/2022
11899,0.486998508,05/21/2022
11900,0.975050251,05/21/2022
11901,0.545133209,05/21/2022
11902,0.389329916,05/21/2022
11903,0.709991171,05/21/2022
11904,0.847872191,05/21/2022
11905,0.281518063,05/21/2022
11906,0.976802753,05/21/2022
11907,0.178535598,05/21/2022
11893,0.28437324,05/21/2022
11894,0.356846415,05/21/2022
11895,0.797686021,05/21/2022
11896,0.201409077,05/21/2022
11897,0.259102596,05/21/2022
11898,0.962118265,05/21/2022
11899,0.894604446,05/21/2022
11900,0.309039229,05/21/2022
11901,0.947698301,05/21/2022
11902,0.924080108,05/21/2022
11903,0.470427846,05/21/2022
11904,0.256894704,05/21/2022
11905,0.1596822,05/21/2022
11906,0.65359335,05/21/2022
11907,0.892541359,05/21/2022
11893,0.711211543,05/21/2022
11894,0.755991124,03/04/2020
11895,0.301197301,05/21/2022
11896,0.822452601,04/11/2020
11897,0.675894867,05/21/2022
11898,0.313967169,05/21/2022
11899,0.296188027,05/21/2022
11900,0.987576287,05/21/2022
11901,0.936817283,05/21/2022
11902,0.88983269,02/04/2020
11903,0.507439092,05/21/2022
11904,0.005186853,05/21/2022
11905,0.298456093,05/21/2022
11906,0.905908405,05/21/2022
11907,0.355144445,05/21/2022
11893,0.7590436,05/21/2022
11894,0.474685793,05/21/2022
11895,0.003686655,03/04/2020
11896,0.651268625,05/21/2022
11897,0.92320609,05/21/2022
11898,0.354482632,05/21/2022
11899,0.447602061,05/21/2022
11900,0.968588083,03/13/2020
11901,0.251826883,05/21/2022
11902,0.802432324,05/21/2022
11903,0.972845868,05/21/2022
11904,0.08731304,05/21/2022
11905,0.746003688,05/21/2022
11906,0.406008693,05/21/2022
11907,0.029198481,03/04/2020
11893,0.790507282,05/21/2022
11894,0.817203691,05/21/2022
11895,0.610682955,05/21/2022
11896,0.375834385,05/21/2022
11897,0.647644503,05/21/2022
11898,0.518017026,05/21/2022
11899,0.223009042,05/21/2022
11900,0.084894606,05/21/2022
11901,0.937345326,05/21/2022
11902,0.966985408,05/21/2022
11903,0.313200714,05/21/2022
11904,0.256035242,05/21/2022
11905,0.152959628,04/28/2020
11906,0.313669021,05/21/2022
11907,0.191108159,05/21/2022
11893,0.24964046,05/21/2022
11894,0.016802393,05/21/2022
11895,0.35372274,05/21/2022
11896,0.011230285,05/21/2022
11897,0.247226064,05/21/2022
11898,0.717757269,05/21/2022
11899,0.11198155,05/21/2022
11900,0.369076618,05/21/2022
11901,0.581174652,05/21/2022
11902,0.169912447,05/21/2022
11903,0.965275821,05/21/2022
11904,0.835862475,05/21/2022
11905,0.557177464,05/21/2022
11906,0.265660426,05/21/2022
11907,0.678448633,05/21/2022
11893,0.666350125,05/21/2022
11894,0.036152932,05/21/2022
11895,0.654232779,05/21/2022
11896,0.161214368,05/21/2022
11897,0.186350736,05/21/2022
11898,0.093626052,05/21/2022
11899,0.775511128,05/21/2022
11900,0.121503607,05/21/2022
11901,0.519369163,05/21/2022
11902,0.868620249,05/21/2022
11903,0.302897378,05/21/2022
11904,0.591487101,05/21/2022
11905,0.184977319,05/21/2022
11906,0.518065225,05/21/2022
11907,0.529688355,05/21/2022
11893,0.161132193,05/21/2022
11894,0.850893877,05/21/2022
11895,0.044156547,05/21/2022
11896,0.797135125,02/27/2020
11897,0.108441121,05/21/2022
11898,0.378012386,05/21/2022
11899,0.351432191,05/21/2022
11900,0.541753485,05/21/2022
11901,0.028921057,05/21/2022
11902,0.924465975,02/19/2020
11903,0.905721791,05/21/2022
11904,0.701434169,05/21/2022
11905,0.226037851,05/21/2022
11906,0.737896416,05/21/2022
11907,0.963457381,03/06/2020
11893,0.942725097,05/21/2022
11894,0.466590074,05/21/2022
11895,0.804397204,05/21/2022
11896,0.531614568,05/21/2022
11897,0.607502524,05/21/2022
11898,0.325827886,05/21/2022
11899,0.08180184,05/21/2022
11900,0.531547731,05/21/2022
11901,0.635085098,05/21/2022
11902,0.980559737,05/21/2022
11903,0.054509437,05/21/2022
11904,0.84142932,05/21/2022
11905,0.965438628,05/21/2022
11906,0.027442477,05/21/2022
11907,0.205203056,05/21/2022
11893,0.983611951,05/21/2022
11894,0.869120207,05/21/2022
11895,0.527593931,05/21/2022
11896,0.902501269,02/29/2020
11897,0.396791958,02/03/2020
11898,0.613770149,05/21/2022
11899,0.450001138,05/21/2022
11900,0.271061826,05/21/2022
11901,0.150410421,05/21/2022
11902,0.383113254,05/21/2022
11903,0.093262169,05/21/2022
11904,0.814226947,05/21/2022
11905,0.847648843,05/21/2022
11906,0.335923853,02/15/2020
11907,0.361272749,05/21/2022
11893,0.662956051,05/21/2022
11894,0.632630951,05/21/2022
11895,0.089432514,05/21/2022
11896,0.068441452,05/21/2022
11897,0.719060044,05/21/2022
11898,0.537656066,05/21/2022
11899,0.126229238,05/21/2022
11900,0.347094773,03/10/2020
11901,0.982017092,05/21/2022
11902,0.061238428,05/21/2022
11903,0.279516997,05/21/2022
11904,0.022251389,05/21/2022
11905,0.243994456,05/21/2022
11906,0.111939191,05/21/2022
11907,0.588720144,05/21/2022
11893,0.079341404,05/21/2022
11894,0.432169501,05/21/2022
11895,0.343482362,02/21/2020
11896,0.590963283,05/21/2022
11897,0.957831412,05/21/2022
11898,0.165698413,05/21/2022
11899,0.977719207,05/21/2022
11900,0.685774707,05/21/2022
11901,0.24010737,05/21/2022
11902,0.375318111,05/21/2022
11903,0.055856634,05/21/2022
11904,0.706662663,05/21/2022
11905,0.734666876,05/21/2022
11906,0.131870281,02/02/2020
11907,0.545594156,05/21/2022
11893,0.053055675,03/03/2020
11894,0.088649021,05/21/2022
11895,0.582309256,05/21/2022
11896,0.965566616,05/21/2022
11897,0.37113513,05/21/2022
11898,0.397623328,05/21/2022
11899,0.379903444,05/21/2022
11900,0.97127329,05/21/2022
11901,0.689404524,05/21/2022
11902,0.27413923,03/11/2020
11903,0.888474425,04/24/2020
11904,0.804765277,05/21/2022
11905,0.18048498,04/26/2020
11906,0.928003943,05/21/2022
11907,0.61801443,04/14/2020
11894,0.974608903,05/21/2022
11895,0.661114702,04/14/2020
11896,0.267723816,05/21/2022
11897,0.007639655,05/21/2022
11898,0.533668055,05/21/2022
11899,0.788380436,05/21/2022
11900,0.75926495,05/21/2022
11901,0.828755727,05/21/2022
11902,0.824323617,05/21/2022
11903,0.825055354,05/21/2022
11904,0.950142153,05/21/2022
11905,0.853014793,05/21/2022
11906,0.488144927,02/29/2020
11907,0.503061387,05/21/2022
11893,0.375569348,05/21/2022
11894,0.501954935,05/21/2022
11895,0.166897894,05/21/2022
11896,0.833499067,05/21/2022
11897,0.835510786,05/21/2022
11898,0.327860272,05/21/2022
11899,0.734527014,05/21/2022
11900,0.911215936,05/21/2022
11901,0.307677798,04/06/2020
11902,0.54020212,05/21/2022
11903,0.220988853,05/21/2022
11904,0.484168228,05/21/2022
11905,0.629985282,04/21/2020
11906,0.149345402,05/21/2022
11907,0.199507499,05/21/2022
11893,0.348209205,05/21/2022
11894,0.001928629,04/21/2020
11895,0.888778953,05/21/2022
11896,0.15525978,05/21/2022
11897,0.123970489,05/21/2022
11898,0.202667257,05/21/2022
11899,0.435911392,05/21/2022
11900,0.742453593,05/21/2022
11901,0.414821177,05/21/2022
11902,0.031065111,03/08/2020
11903,0.648789075,05/21/2022
11904,0.169829558,05/21/2022
11905,0.312477484,05/21/2022
11906,0.423454155,05/21/2022
11907,0.640320989,05/21/2022
12000,0.416875949,05/21/2022
12000,0.460139297,05/21/2022
11879,0.349815601,05/21/2022
11881,0.865331486,05/21/2022
11992,0.372624109,05/21/2022
11993,0.275247997,05/21/2022
11994,0.108490667,05/21/2022
11999,0.857914585,05/21/2022
12068,0.489364539,05/21/2022
12069,0.538131837,05/21/2022
12071,0.499673112,05/21/2022
12072,0.852942652,05/21/2022
11405,0.202254987,05/21/2022
11784,0.85136782,05/21/2022
11786,0.674998071,05/21/2022
11802,0.64722992,05/21/2022
11879,0.70498442,05/21/2022
11881,0.110626898,05/21/2022
11992,0.840287999,05/21/2022
11993,0.459856981,05/21/2022
11994,0.661516258,05/21/2022
11999,0.564618182,05/21/2022
12069,0.762997327,05/21/2022
12072,0.601544239,05/21/2022
12286,0.918680715,05/21/2022
12287,0.782889,05/21/2022
12288,0.534464697,05/21/2022
12289,0.026828378,05/21/2022
12290,0.294964058,05/21/2022
12291,0.796885689,05/21/2022
12292,0.306514076,05/21/2022
12293,0.047326519,05/21/2022
12294,0.04447241,05/21/2022
12295,0.770431158,05/21/2022
11450,0.592425249,05/21/2022
11453,0.013633254,05/21/2022
11458,0.077228662,05/21/2022
11457,0.472956723,05/21/2022
11472,0.652398392,05/21/2022
11485,0.539211657,05/21/2022
11624,0.268258097,05/21/2022
11625,0.60170345,05/21/2022
11626,0.40872974,05/21/2022
11628,0.011041309,05/21/2022
11629,0.18232869,05/21/2022
11630,0.336717201,04/26/2020
11631,0.834001782,05/21/2022
12000,0.506878775,05/21/2022
12000,0.212604134,05/21/2022
12070,0.330853577,05/21/2022
12071,0.79481896,05/21/2022
12069,0.801627622,05/21/2022
12069,0.989092867,05/21/2022
12072,0.686307362,05/21/2022
11469,0.302318752,05/21/2022
11474,0.5146962,05/21/2022
11475,0.72739894,05/21/2022
11482,0.772535584,05/21/2022
11891,0.74859704,05/21/2022
11993,0.377480632,05/21/2022
11994,0.783042335,05/21/2022
12041,0.069529297,05/21/2022
11992,0.816901806,05/21/2022
11879,0.465493824,05/21/2022
11879,0.569402822,05/21/2022
11879,0.403520267,05/21/2022
11881,0.847971424,05/21/2022
11881,0.078924736,05/21/2022
11881,0.84198019,05/21/2022
12068,0.30718961,05/21/2022
12068,0.969093052,05/21/2022
12072,0.738047526,05/21/2022
11879,0.551401113,05/21/2022
11881,0.594070863,05/21/2022
11992,0.09998467,05/21/2022
11993,0.913555475,02/01/2020
11994,0.983178253,05/21/2022
11999,0.086261522,05/21/2022
12068,0.540059181,05/21/2022
12069,0.221560052,05/21/2022
12071,0.96256358,05/21/2022
12072,0.104846242,05/21/2022
11879,0.722630767,05/21/2022
11881,0.163071297,05/21/2022
11992,0.656001492,05/21/2022
11993,0.138978183,05/21/2022
11994,0.719207598,05/21/2022
11999,0.1770155,05/21/2022
12068,0.640584502,05/21/2022
12069,0.369210674,05/21/2022
12072,0.946750766,05/21/2022
11879,0.137271224,05/21/2022
11881,0.914403319,05/21/2022
11992,0.99282978,05/21/2022
11993,0.690871874,05/21/2022
11994,0.327360617,02/06/2020
11999,0.192094538,05/21/2022
12068,0.574317229,05/21/2022
12069,0.956852644,05/21/2022
12072,0.529935596,05/21/2022
12286,0.737228067,05/21/2022
12287,0.049697315,03/08/2020
12288,0.107478231,05/21/2022
12289,0.356683427,02/27/2020
12290,0.189109263,05/21/2022
12291,0.287672275,05/21/2022
12292,0.095771296,05/21/2022
12293,0.804920547,05/21/2022
12294,0.94962598,05/21/2022
12295,0.106765228,05/21/2022
11879,0.639567432,05/21/2022
11881,0.076129343,05/21/2022
11992,0.731771741,05/21/2022
11993,0.364281299,05/21/2022
11994,0.396557209,05/21/2022
11999,0.817378094,04/18/2020
12069,0.383405973,03/17/2020
12072,0.861351105,05/21/2022
12286,0.682759931,05/21/2022
12287,0.410727266,03/06/2020
12288,0.494682068,05/21/2022
12289,0.952948034,04/23/2020
12290,0.158721077,05/21/2022
12291,0.499423795,05/21/2022
12292,0.54540982,05/21/2022
12293,0.725082524,05/21/2022
12294,0.327557619,05/21/2022
12295,0.223679867,05/21/2022
11405,0.438195616,05/21/2022
11784,0.678940529,05/21/2022
11786,0.229479045,05/21/2022
11879,0.275270885,05/21/2022
11881,0.885266618,05/21/2022
11999,0.808319767,05/21/2022
12001,0.099107477,05/21/2022
12069,0.331835529,05/21/2022
12072,0.244680918,05/21/2022
12286,0.626222955,05/21/2022
12287,0.932179379,05/21/2022
12288,0.852923015,05/21/2022
12289,0.502563421,05/21/2022
12290,0.802743568,05/21/2022
12291,0.188976556,05/21/2022
12292,0.043221765,05/21/2022
12293,0.923189147,05/21/2022
12294,0.325402911,05/21/2022
12295,0.511502157,05/21/2022
11405,0.049735751,05/21/2022
11784,0.842206053,05/21/2022
11879,0.818906402,05/21/2022
11881,0.09573366,05/21/2022
11995,0.051302031,05/21/2022
11999,0.692782312,05/21/2022
12072,0.659067342,05/21/2022
12286,0.337030414,05/21/2022
12287,0.644121875,05/21/2022
12288,0.405245318,05/21/2022
12289,0.924106731,05/21/2022
12290,0.726050418,05/21/2022
12291,0.589595449,05/21/2022
12292,0.931708698,05/21/2022
12293,0.444351053,05/21/2022
12294,0.040638659,05/21/2022
12295,0.105599329,05/21/2022
11450,0.512195515,05/21/2022
11453,0.975612002,05/21/2022
11457,0.81627255,05/21/2022
11469,0.552557063,05/21/2022
11471,0.748532781,05/21/2022
11472,0.355201567,05/21/2022
11474,0.584709539,03/14/2020
11475,0.200660827,05/21/2022
11485,0.382311694,02/24/2020
11625,0.783982405,05/21/2022
11626,0.991196584,05/21/2022
11628,0.294074233,05/21/2022
11629,0.415966356,05/21/2022
11683,0.163477873,05/21/2022
11694,0.752764571,05/21/2022
11696,0.805995549,05/21/2022
11700,0.389469835,05/21/2022
11701,0.036655134,05/21/2022
11710,0.384269471,05/21/2022
11726,0.253888759,05/21/2022
11729,0.890762748,05/21/2022
11741,0.829696444,05/21/2022
11744,0.761175264,05/21/2022
11879,0.318608597,05/21/2022
11881,0.938933944,05/21/2022
11891,0.465338288,02/06/2020
12041,0.303935696,05/21/2022
11450,0.009518923,05/21/2022
11453,0.63158061,04/28/2020
11457,0.83900289,05/21/2022
11469,0.955217031,05/21/2022
11471,0.753154502,05/21/2022
11472,0.050283954,04/06/2020
11474,0.169400904,05/21/2022
11475,0.892309165,05/21/2022
11485,0.664136716,05/21/2022
11486,0.579764503,05/21/2022
11625,0.10945453,05/21/2022
11626,0.167611382,05/21/2022
11628,0.463704301,05/21/2022
11629,0.312671011,03/19/2020
11683,0.483789494,04/14/2020
11694,0.56413132,05/21/2022
11696,0.18591736,05/21/2022
11700,0.947967001,05/21/2022
11701,0.460451158,05/21/2022
11710,0.446100474,02/08/2020
11726,0.892602914,05/21/2022
11729,0.042861364,05/21/2022
11741,0.745791689,05/21/2022
11744,0.108025164,05/21/2022
11879,0.952125961,05/21/2022
11881,0.424445506,05/21/2022
11891,0.725379188,05/21/2022
11999,0.459336354,05/21/2022
12000,0.415951537,04/04/2020
12041,0.504412161,05/21/2022
12286,0.316744811,05/21/2022
12287,0.758202253,05/21/2022
12288,0.165107056,05/21/2022
12289,0.953023763,05/21/2022
12290,0.969343416,03/05/2020
12291,0.776706654,05/21/2022
12292,0.311115129,03/08/2020
12293,0.580570254,05/21/2022
12294,0.726712116,05/21/2022
12295,0.961710141,05/21/2022
11625,0.280659414,05/21/2022
11626,0.046374849,05/21/2022
11628,0.759491261,05/21/2022
11629,0.12695613,05/21/2022
11683,0.355978893,05/21/2022
11694,0.344113254,05/21/2022
11696,0.44332236,05/21/2022
11700,0.973466855,05/21/2022
11701,0.91235006,05/21/2022
11710,0.014109476,02/13/2020
11726,0.625270371,05/21/2022
11729,0.486572334,05/21/2022
11741,0.706585329,05/21/2022
11744,0.746684412,05/21/2022
11879,0.312256402,02/23/2020
11881,0.881592167,05/21/2022
11891,0.554730162,05/21/2022
11999,0.648720306,05/21/2022
12000,0.266688495,05/21/2022
12041,0.363329937,05/21/2022
12072,0.361930669,05/21/2022
12286,0.541722424,05/21/2022
12287,0.778221858,05/21/2022
12288,0.652701316,05/21/2022
12289,0.838230266,05/21/2022
12290,0.226497358,05/21/2022
12291,0.900152685,05/21/2022
12292,0.464967898,05/21/2022
12293,0.71299003,05/21/2022
12294,0.51698108,05/21/2022
12295,0.891176207,05/21/2022
11683,0.767128908,05/21/2022
11694,0.402987529,03/02/2020
11696,0.279446071,05/21/2022
11700,0.341043455,05/21/2022
11701,0.592160221,05/21/2022
11710,0.818438433,05/21/2022
11726,0.476845077,05/21/2022
11729,0.711832999,05/21/2022
11741,0.642241371,05/21/2022
11744,0.419553087,05/21/2022
11879,0.557817352,02/22/2020
11881,0.212979979,05/21/2022
11891,0.742106294,05/21/2022
11999,0.202033135,05/21/2022
12000,0.430840576,05/21/2022
12041,0.729160837,05/21/2022
12068,0.952774602,05/21/2022
12069,0.611315058,05/21/2022
12072,0.248049404,05/21/2022
12286,0.767149133,05/21/2022
12287,0.931738066,05/21/2022
12288,0.032810003,05/21/2022
12289,0.493306733,05/21/2022
12290,0.4425842,05/21/2022
12291,0.434327651,05/21/2022
12292,0.943238074,05/21/2022
12293,0.866026092,05/21/2022
12294,0.511361206,05/21/2022
12295,0.685010123,05/21/2022
11879,0.167393372,05/21/2022
11881,0.681891578,05/21/2022
11992,0.612354126,05/21/2022
11993,0.464160762,05/21/2022
11994,0.502776313,05/21/2022
11999,0.815786207,05/21/2022
12069,0.216880564,05/21/2022
12072,0.128075067,05/21/2022
12286,0.28252065,05/21/2022
12287,0.219554242,03/25/2020
12288,0.948729359,05/21/2022
12289,0.625957674,05/21/2022
12290,0.266421106,05/21/2022
12291,0.17789895,05/21/2022
12292,0.85516304,05/21/2022
12293,0.446375777,05/21/2022
12294,0.878358632,05/21/2022
12295,0.926147508,05/21/2022
11879,0.593531947,05/21/2022
11881,0.667925792,05/21/2022
11992,0.654837077,05/21/2022
11993,0.014572559,05/21/2022
11994,0.382464668,05/21/2022
11999,0.930092248,05/21/2022
12069,0.827217998,05/21/2022
12072,0.073709838,02/21/2020
12286,0.316115727,05/21/2022
12287,0.494405301,05/21/2022
12288,0.118927116,05/21/2022
12289,0.120334111,02/03/2020
12290,0.90996701,05/21/2022
12291,0.762732336,05/21/2022
12292,0.012807705,05/21/2022
12293,0.254844654,05/21/2022
12294,0.698708283,02/10/2020
12295,0.202957344,05/21/2022
11879,0.390193343,05/21/2022
11881,0.524991484,05/21/2022
11992,0.425433564,05/21/2022
11993,0.322040474,05/21/2022
11994,0.713504296,05/21/2022
11996,0.691625841,05/21/2022
11999,0.15163756,05/21/2022
12069,0.824455431,05/21/2022
12072,0.024048611,05/21/2022
12286,0.453906421,02/04/2020
12287,0.121880077,05/21/2022
12288,0.996193114,05/21/2022
12289,0.591085382,05/21/2022
12290,0.612312449,05/21/2022
12291,0.778536751,05/21/2022
12292,0.689230154,05/21/2022
12293,0.616210223,05/21/2022
12294,0.103004077,05/21/2022
12295,0.149529718,05/21/2022
11786,0.556097225,03/08/2020
11879,0.829505322,05/21/2022
11881,0.408696116,05/21/2022
11992,0.573109854,05/21/2022
11993,0.006239621,05/21/2022
11994,0.745495699,05/21/2022
11996,0.731861025,03/27/2020
11999,0.6167231,05/21/2022
12069,0.825150403,05/21/2022
12072,0.895175724,04/02/2020
12286,0.234094352,05/21/2022
12287,0.370483528,05/21/2022
12288,0.607449872,02/08/2020
12289,0.243699949,05/21/2022
12290,0.533756871,05/21/2022
12291,0.400933787,05/21/2022
12292,0.140700818,05/21/2022
12293,0.946630121,05/21/2022
12294,0.650771495,05/21/2022
12295,0.558663777,05/21/2022
11405,0.023126344,05/21/2022
11784,0.495380827,03/27/2020
11786,0.151036199,05/21/2022
11802,0.100354672,05/21/2022
11879,0.7291254,05/21/2022
11881,0.542403182,05/21/2022
11992,0.193980985,05/21/2022
11993,0.304739072,05/21/2022
11994,0.98604264,05/21/2022
11999,0.207609021,05/21/2022
12069,0.896660763,05/21/2022
12072,0.953881414,05/21/2022
12286,0.074272318,02/29/2020
12287,0.686383176,03/21/2020
12288,0.850895148,05/21/2022
12289,0.473619893,03/12/2020
12290,0.921479462,05/21/2022
12291,0.127187486,05/21/2022
12292,0.227066631,05/21/2022
12293,0.948749403,05/21/2022
12294,0.408625858,05/21/2022
12295,0.873130231,05/21/2022
11405,0.942763149,05/21/2022
11784,0.202689297,05/21/2022
11786,0.243517507,05/21/2022
11879,0.106482708,05/21/2022
11881,0.834219087,05/21/2022
11999,0.95587293,05/21/2022
12001,0.45965131,05/21/2022
12068,0.512395282,05/21/2022
12069,0.501429542,05/21/2022
12072,0.063184605,05/21/2022
12286,0.232318468,05/21/2022
12287,0.369021548,05/21/2022
12288,0.309237144,05/21/2022
12289,0.341052435,05/21/2022
12290,0.149098164,05/21/2022
12291,0.094236712,05/21/2022
12292,0.891609866,05/21/2022
12293,0.686787803,05/21/2022
12294,0.966541296,05/21/2022
12295,0.739674777,02/16/2020
11405,0.09755527,03/07/2020
11784,0.129743068,05/21/2022
11786,0.914968971,05/21/2022
11879,0.746572234,05/21/2022
11881,0.702297497,05/21/2022
11999,0.015426053,05/21/2022
12001,0.672952996,05/21/2022
12069,0.158302793,05/21/2022
12072,0.635169102,05/21/2022
12286,0.048463793,05/21/2022
12287,0.800447664,05/21/2022
12288,0.561406925,05/21/2022
12289,0.831014824,05/21/2022
12290,0.384521266,05/21/2022
12291,0.717033141,05/21/2022
12292,0.591147112,05/21/2022
12293,0.782581832,05/21/2022
12294,0.945313606,05/21/2022
12295,0.610897296,05/21/2022
11405,0.774161244,05/21/2022
11784,0.611211145,05/21/2022
11786,0.905754677,05/21/2022
11879,0.351364708,05/21/2022
11881,0.667680869,05/21/2022
11999,0.951668155,05/21/2022
12001,0.990542265,04/25/2020
12069,0.378071223,05/21/2022
12072,0.280913586,05/21/2022
12286,0.305259749,05/21/2022
12287,0.878684266,05/21/2022
12288,0.913236016,03/06/2020
12289,0.387392838,03/17/2020
12290,0.743322473,05/21/2022
12291,0.179190728,05/21/2022
12292,0.384690456,05/21/2022
12293,0.724342003,05/21/2022
12294,0.317738551,05/21/2022
12295,0.504049575,05/21/2022
11405,0.869245519,05/21/2022
11784,0.574373992,05/21/2022
11879,0.349048613,05/21/2022
11881,0.086973321,05/21/2022
11999,0.09609962,05/21/2022
12001,0.937193939,05/21/2022
12069,0.65551841,03/11/2020
12072,0.607962876,02/22/2020
12286,0.239107814,05/21/2022
12287,0.89695813,05/21/2022
12288,0.013299847,05/21/2022
12289,0.915433198,05/21/2022
12290,0.933301951,05/21/2022
12291,0.985523415,03/12/2020
12292,0.320603359,05/21/2022
12293,0.343154779,05/21/2022
12294,0.282851903,05/21/2022
12295,0.717262765,05/21/2022
11405,0.442983827,05/21/2022
11784,0.956075555,05/21/2022
11879,0.696553838,05/21/2022
11881,0.197187668,05/21/2022
11999,0.638509748,05/21/2022
12072,0.622131206,05/21/2022
12286,0.168847392,05/21/2022
12287,0.266369921,05/21/2022
12288,0.301070843,05/21/2022
12289,0.668335114,05/21/2022
12290,0.054595244,05/21/2022
12291,0.13332845,05/21/2022
12292,0.821966705,05/21/2022
12293,0.422690126,05/21/2022
12294,0.005855906,05/21/2022
12295,0.836734525,05/21/2022
11405,0.393144325,05/21/2022
11784,0.195298662,05/21/2022
11879,0.140781189,05/21/2022
11881,0.874366745,05/21/2022
11995,0.652021846,03/20/2020
11999,0.115141998,05/21/2022
12072,0.10616854,05/21/2022
12286,0.233276556,05/21/2022
12287,0.991032025,05/21/2022
12288,0.962679543,05/21/2022
12289,0.01843754,05/21/2022
12290,0.626900108,05/21/2022
12291,0.35897494,05/21/2022
12292,0.571498009,05/21/2022
12293,0.057251054,05/21/2022
12294,0.165429252,05/21/2022
12295,0.072018478,05/21/2022
11405,0.657235908,03/23/2020
11784,0.02210177,05/21/2022
11879,0.080660287,05/21/2022
11881,0.497386887,05/21/2022
11999,0.591554285,05/21/2022
12072,0.708731132,05/21/2022
12286,0.138475811,05/21/2022
12287,0.509221624,05/21/2022
12288,0.23252695,05/21/2022
12289,0.52412013,05/21/2022
12290,0.543159493,03/10/2020
12291,0.294880951,05/21/2022
12292,0.910687474,05/21/2022
12293,0.584471823,05/21/2022
12294,0.544409233,05/21/2022
12295,0.492869816,04/19/2020
6203,0.189535555,05/21/2022
11664,0.686059483,05/21/2022
11662,0.831228768,05/21/2022
6203,0.292622937,05/21/2022
